"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","significant","significant_strict","higher_in_Dsim","lower_in_Dsim"
"tweek_OG0009455",404.48070376527,2.0943980281998,0.749145359451906,2.7957164811541,0.0169235053008655,0.173895662321877,2.0943980281998,0.0051784807177775,0.0265498596047809,1.57703359912739,0.984348562535111,FALSE,FALSE,FALSE,FALSE
"GAA1_OG0008419",1647.17697904204,0.125797569169836,0.14815466298856,0.849096252741975,0.994239510405885,0.999999999999989,0.125797569169836,0.395827735373285,0.584368180242467,0.121129333279528,1,FALSE,FALSE,FALSE,FALSE
"mof_OG0008418",1094.16877278042,-0.421569738640745,0.162714717006758,-2.59085193027277,0.685100893116911,0.999999999999989,-0.421569738640745,0.00957386746305738,0.0424913439235559,-0.402315334655823,1,FALSE,FALSE,FALSE,FALSE
"Usp30_OG0008417",1242.56753355964,0.279608462683539,0.123233082082037,2.26893994664032,0.963145228781005,0.999999999999989,0.279608462683539,0.0232719780693459,0.0826521609824436,0.275873608283476,1,FALSE,FALSE,FALSE,FALSE
"CG16721_OG0008416",1802.19725735426,-0.740712351816485,0.289441581068604,-2.55910829771525,0.202814034160372,0.875589140878015,-0.740712351816485,0.0104941043899157,0.0457161780279982,-0.661521325564904,1,FALSE,FALSE,FALSE,FALSE
"CG4020_OG0008415",296.924321239117,-0.611755698723494,0.805183067045367,-0.759772185682372,0.528483995809654,0.999999999999989,-0.611755698723494,0.447390771489639,0.629425898297897,-0.267517627185334,1,FALSE,FALSE,FALSE,FALSE
"CG12236_OG0008414",710.897603349248,-0.300989557637327,0.148751998458043,-2.02343202617359,0.909530195626718,0.999999999999989,-0.300989557637327,0.0430286250781505,0.128849526363104,-0.288130440067216,1,FALSE,FALSE,FALSE,FALSE
"Shmt_OG0003282",4491.123684998,0.48418491967338,0.20073484381976,2.41206215353488,0.531399022355388,0.999999999999989,0.48418491967338,0.0158625771564553,0.0623140087345424,0.453003080313746,1,FALSE,FALSE,FALSE,FALSE
"CG3726_OG0008413",408.366487159235,-1.35642886954608,0.236202851427299,-5.74264392385449,0.000144023337720317,0.00347248406154661,-1.35642886954608,9.32095961194343e-09,2.42616914249339e-07,-1.30134898472612,0.922957055010922,TRUE,FALSE,TRUE,FALSE
"CG12728_OG0000928_OG0",214.721462148512,1.11060062604561,0.358528081850326,3.09766705111051,0.044280432697397,0.347063806756835,1.11060062604561,0.00195050430790763,0.0121990431953458,0.983833074614545,1,FALSE,FALSE,FALSE,FALSE
"CG6115_OG0008890",2035.03122678129,-0.152887329742974,0.166859330703946,-0.916264790814947,0.981295286254172,0.999999999999989,-0.152887329742974,0.359528030286008,0.552545598169098,-0.142947060275665,1,FALSE,FALSE,FALSE,FALSE
"CG6041_OG0012119",110.49390546752,2.40284803930402,0.570991662425922,4.20820162083497,0.000430482631839404,0.00870826074236237,2.40284803930402,2.57411142109678e-05,0.000335454918661657,2.15338287577059,0.154882203819455,TRUE,FALSE,FALSE,TRUE
"CG6048_OG0008411",49.8480594065884,-5.74496215902557,2.05481148465377,-2.79585850182922,0.00653330495316432,0.082120311267126,-5.74496215902557,0.00517620574644602,0.0265498596047809,-0.594553597388387,0.227810436715868,TRUE,FALSE,TRUE,FALSE
"CG6067_OG0008410",104.276814188708,1.29868130294708,0.633908230358629,2.04868976415145,0.106120727418422,0.617652845881955,1.29868130294708,0.0404924607447035,0.123747280376137,0.888081157457819,1,FALSE,FALSE,FALSE,FALSE
"Grip_OG0008409",766.256352169611,-0.417393410788649,0.266615909181577,-1.56552327304815,0.621946194826071,0.999999999999989,-0.417393410788649,0.117460264791736,0.264669937635201,-0.36892168975022,1,FALSE,FALSE,FALSE,FALSE
"CG5966_OG0008408",347.076210790425,0.180593298497893,0.685337655233924,0.263509960555504,0.839748932784774,0.999999999999989,0.180593298497893,0.792157547353872,0.886771847157603,0.0964012953933796,1,FALSE,FALSE,FALSE,FALSE
"CG4766_OG0011724",503.894468319058,0.0553128269492597,0.301206094186728,0.183637808187803,0.962694197432682,0.999999999999989,0.0553128269492597,0.854297600835776,0.924998578615381,0.0487670943255211,1,FALSE,FALSE,FALSE,FALSE
"mab-21_OG0008407",2900.78327202494,-0.00720772865057462,0.2307348684155,-0.0312381422889027,0.99761660013706,0.999999999999989,-0.00720772865057462,0.975079621599066,0.988681166227695,-0.00549979423548809,1,FALSE,FALSE,FALSE,FALSE
"CG31743_OG0008889",459.106159901013,1.04742454672774,0.266753177171641,3.92656821498241,0.0200762694916343,0.198799715911163,1.04742454672774,8.61664627876472e-05,0.000946866180666497,0.973981434037487,1,FALSE,FALSE,FALSE,FALSE
"rux_OG0000927",240.370358072453,-0.283541769403093,0.189705477490935,-1.49464197425002,0.873087847626719,0.999999999999989,-0.283541769403093,0.135007905426167,0.289961167858827,-0.263138453632875,1,FALSE,FALSE,FALSE,FALSE
"MCTS1_OG0008621",1081.55007666504,0.0617461159269772,0.173524816397801,0.355834497962676,0.994828320381545,0.999999999999989,0.0617461159269772,0.721964512125395,0.84290752617329,0.0590760859292804,1,FALSE,FALSE,FALSE,FALSE
"CG5937_OG0008620",478.577195817774,-1.19099000783428,0.385126498471966,-3.09246445663873,0.0363970937968858,0.305008267659129,-1.19099000783428,0.00198502003333758,0.0123754775013606,-1.03588005783821,1,FALSE,FALSE,FALSE,FALSE
"CG5921_OG0008619",152.564467434379,-0.41207917394451,0.43425866482226,-0.948925622734948,0.598072824689094,0.999999999999989,-0.41207917394451,0.342658441749264,0.534687348600604,-0.30093490365153,1,FALSE,FALSE,FALSE,FALSE
